관리번호,사업장명,category,업태구분명,위생업태명,도로명주소,지번주소,전화,인허가일자,영업상태,hub,existing_slug,status
3010000-211-1988-00003,헤어아뜨리에,salon,일반미용업,일반미용업,"서울특별시 중구 명동2길 16 (명동2가, 3층)",서울특별시 중구 명동2가 91-1 3층,027737869,1988-05-12,영업,myeongdong,,PENDING_REVIEW
3010000-211-1991-00002,조성기헤어젯,salon,일반미용업,일반미용업,"서울특별시 중구 명동2길 56-1, 3층 302호 (충무로1가)",서울특별시 중구 충무로1가 25-49 3층 302호,0207776339,1991-02-13,영업,myeongdong,,PENDING_REVIEW
3010000-211-1995-00002,준오 헤어,salon,일반미용업,일반미용업,서울특별시 중구 명동8나길 18 (충무로1가),서울특별시 중구 충무로1가 22-4,027570605,1995-02-15,영업,myeongdong,juno-hair-garosugil,PENDING_REVIEW
3010000-211-1995-00005,준오헤어,salon,일반미용업,일반미용업,"서울특별시 중구 명동6길 29, 3,4층 (명동2가)",서울특별시 중구 명동2가 52-8,027563141,1995-02-27,영업,myeongdong,juno-hair-garosugil,PENDING_REVIEW
3010000-211-1996-00004,서민호헤어,salon,일반미용업,일반미용업,"서울특별시 중구 명동4길 12-1, 2층 (명동2가)",서울특별시 중구 명동2가 55-11,027527749,1996-01-31,영업,myeongdong,,PENDING_REVIEW
3010000-211-1996-00006,예리드,salon,일반미용업,일반미용업,"서울특별시 중구 명동8가길 26 (충무로2가,(3층))",서울특별시 중구 충무로2가 63-3 (3층),027761700,1996-10-25,영업,myeongdong,ye-lead-hair-styling,PENDING_REVIEW
3010000-211-1997-00001,박승철헤어스튜디오,salon,일반미용업,일반미용업,서울특별시 중구 명동10길 36 (명동2가),서울특별시 중구 명동2가 31-4,027781050,1997-07-24,영업,myeongdong,,PENDING_REVIEW
3010000-211-1999-00003,리라미용실,salon,일반미용업,일반미용업,"서울특별시 중구 퇴계로 217 (충무로4가,진양상가 1층 다동 24호)",서울특별시 중구 충무로4가 120-3 진양상가 1층 다동 24호,0222661566,1999-12-13,영업,myeongdong,,PENDING_REVIEW
3010000-211-2000-00001,스마일컷,salon,일반미용업,일반미용업,"서울특별시 중구 을지로 130, 3층 (을지로3가)",서울특별시 중구 을지로3가 295-5,0222853833,2000-01-12,영업,myeongdong,,PENDING_REVIEW
3010000-211-2001-00004,PRO명동미용실,salon,일반미용업,일반미용업,"서울특별시 중구 명동길 74-1 (명동2가,(2층))",서울특별시 중구 명동2가 1-21 (2층),027764833,2001-01-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2003-00002,샬롬헤어,salon,일반미용업,일반미용업,"서울특별시 중구 을지로 30 (소공동, 롯데호텔 지하2층)",서울특별시 중구 소공동 1 롯데호텔 지하2층,027597158,2003-05-27,영업,myeongdong,,PENDING_REVIEW
3010000-211-2003-00006,이철헤어커커,salon,일반미용업,일반미용업,"서울특별시 중구 명동8나길 6 (충무로1가,(5층))",서울특별시 중구 충무로1가 23-10 (5층),0237892326,2003-03-14,영업,myeongdong,lee-chul-hair-kerker,PENDING_REVIEW
3010000-211-2004-00011,고은미용실,salon,일반미용업,일반미용업,서울특별시 중구 충무로 14-1 (충무로3가),서울특별시 중구 충무로3가 38-17,0222689849,2004-04-23,영업,myeongdong,,PENDING_REVIEW
3010000-211-2004-00012,이지현헤어샵,salon,일반미용업,일반미용업,서울특별시 중구 동호로34길 7 (을지로5가),서울특별시 중구 을지로5가 151,0222312663,2004-10-01,영업,myeongdong,,PENDING_REVIEW
3010000-211-2004-00013,이상미헤어작업실,salon,일반미용업,일반미용업,서울특별시 중구 퇴계로 220 (충무로4가),서울특별시 중구 충무로4가 116-10,0222740662,2004-06-04,영업,myeongdong,,PENDING_REVIEW
3010000-211-2005-00001,헤어야,salon,일반미용업,일반미용업,"서울특별시 중구 퇴계로 147-9, 3층 (충무로2가)",서울특별시 중구 충무로2가 61-1 3층,027536201,2005-03-21,영업,myeongdong,,PENDING_REVIEW
3010000-211-2005-00002,엠에스헤어,salon,일반미용업,일반미용업,"서울특별시 중구 창경궁로 40-5 (을지로4가,(2층))",서울특별시 중구 을지로4가 182-1 (2층),0222631832,2005-04-28,영업,myeongdong,,PENDING_REVIEW
3010000-211-2005-00003,문헤어살롱(Moon hair salon),salon,일반미용업,일반미용업,"서울특별시 중구 명동8길 43 (충무로2가,3층)",서울특별시 중구 충무로2가 66-21 3층,027520368,2005-05-31,영업,myeongdong,,PENDING_REVIEW
3010000-211-2005-00004,샹스,salon,일반미용업,일반미용업,"서울특별시 중구 명동2길 49, 3층 (충무로1가)",서울특별시 중구 충무로1가 24-18,023196004,2005-01-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2006-00001,헤리크명동(herique),salon,일반미용업,일반미용업,"서울특별시 중구 명동10길 18, 5층 (명동2가)",서울특별시 중구 명동2가 32-17,027530639,2006-04-14,영업,myeongdong,,PENDING_REVIEW
3010000-211-2009-00017,꽁지머리미용실,salon,일반미용업,일반미용업,"서울특별시 중구 명동2길 50 (충무로1가,3층)",서울특별시 중구 충무로1가 25-1 3층,027779079,2009-11-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2010-00002,명동 에이뮤 헤어,salon,일반미용업,일반미용업,"서울특별시 중구 명동8나길 47, 3층 (충무로1가)",서울특별시 중구 충무로1가 25-8,027777834,2010-01-28,영업,myeongdong,,PENDING_REVIEW
3010000-211-2010-00023,디디앤디(D.D&D),salon,일반미용업,일반미용업,"서울특별시 중구 명동8길 8-10, 1층 (명동2가)",서울특별시 중구 명동2가 50-11,027530708,2010-06-07,영업,myeongdong,,PENDING_REVIEW
3010000-211-2010-00024,멋내드림 미용실,salon,일반미용업,일반미용업,"서울특별시 중구 퇴계로31길 27 (충무로3가,프라임빌딩 3층 303호)",서울특별시 중구 충무로3가 57-11 프라임빌딩 3층 303호,0222684199,2010-07-29,영업,myeongdong,,PENDING_REVIEW
3010000-211-2011-00009,드로잉 쇼,nail_lash,네일아트업,일반미용업,"서울특별시 중구 남대문로 58-1, 2층 (명동2가)",서울특별시 중구 명동2가 98 외4필지 2층,027771090,2011-05-11,영업,myeongdong,,PENDING_REVIEW
3010000-211-2011-00031,살롱 드 제이,salon,일반미용업,일반미용업,"서울특별시 중구 장충단로 253 (을지로6가, 헬로에이피엠쇼핑몰 9층)",서울특별시 중구 을지로6가 18-35 헬로에이피엠쇼핑몰 9층,0222745506,2011-10-28,영업,myeongdong,,PENDING_REVIEW
3010000-211-2012-00010,이감미용실,salon,일반미용업,일반미용업,"서울특별시 중구 명동길 83, 2층 (저동1가)",서울특별시 중구 저동1가 103-1 2층,027769866,2012-03-06,영업,myeongdong,,PENDING_REVIEW
3010000-211-2012-00011,신라미용실,salon,일반미용업,일반미용업,"서울특별시 중구 퇴계로 217, 1층 36호,37호 (충무로4가, 진양상가)","서울특별시 중구 충무로4가 120-3 진양상가 1층36호, 37호",0222670896,2012-08-17,영업,myeongdong,,PENDING_REVIEW
3010000-211-2013-00003,프리티붙임머리,salon,일반미용업,일반미용업,"서울특별시 중구 을지로 254, 타임캐슬 오피스텔 4층 401-3호 (을지로6가)",서울특별시 중구 을지로6가 23 타임캐슬 오피스텔,,2013-04-08,영업,myeongdong,,PENDING_REVIEW
3010000-211-2013-00006,준오헤어명동4호점,salon,일반미용업,일반미용업,"서울특별시 중구 명동8길 14 (명동2가, 4층)",서울특별시 중구 명동2가 51-3 4층,0237890650,2013-04-25,영업,myeongdong,,PENDING_REVIEW
3010000-211-2013-00013,스타일리헤어,salon,일반미용업,일반미용업,"서울특별시 중구 남대문로 66 (명동2가, 2층)",서울특별시 중구 명동2가 88-2 2층,027770705,2013-07-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2013-00021,이철헤어커커,salon,일반미용업,일반미용업,"서울특별시 중구 명동8나길 9 (충무로1가, 5층)",서울특별시 중구 충무로1가 24-6 5층,027572326,2013-04-25,영업,myeongdong,lee-chul-hair-kerker,PENDING_REVIEW
3010000-211-2014-00006,네일,nail_lash,네일아트업,일반미용업,"서울특별시 중구 을지로 지하 88, 340호 (을지로2가, 을지로지하도상가)",서울특별시 중구 을지로2가 1-1 을지로지하도상가 340호,,2014-03-04,영업,myeongdong,dakyo-nail-apgujeong,PENDING_REVIEW
3010000-211-2014-00020,JR 헤어,salon,일반미용업,일반미용업,"서울특별시 중구 장충단로 247, B3층 B302-04호 (을지로6가, 굿모닝시티)",서울특별시 중구 을지로6가 18-21 굿모닝시티 B302-04호,0221188600,2014-06-12,영업,myeongdong,,PENDING_REVIEW
3010000-211-2015-00018,김효리 헤어,salon,일반미용업,일반미용업,"서울특별시 중구 을지로43길 13, 5층 (을지로6가)",서울특별시 중구 을지로6가 18-71 5층,0222687779,2015-10-07,영업,myeongdong,,PENDING_REVIEW
3010000-211-2017-00004,파리지엔헤어 명동점,salon,일반미용업,일반미용업,"서울특별시 중구 명동4길 31 (명동2가, 2층)",서울특별시 중구 명동2가 53-11 2층,,2017-04-20,영업,myeongdong,,PENDING_REVIEW
3010000-211-2017-00010,박준뷰티랩 명동2호점,salon,일반미용업,일반미용업,"서울특별시 중구 명동8가길 7 (충무로2가, 6층 601호, 602호)","서울특별시 중구 충무로2가 66-9 6층 601호, 602호",023187555,2017-08-30,영업,myeongdong,,PENDING_REVIEW
3010000-211-2018-00004,박준뷰티랩,salon,일반미용업,일반미용업,"서울특별시 중구 명동8길 27, 5층 (명동2가)",서울특별시 중구 명동2가 31-1,,2018-06-19,영업,myeongdong,parkjun-beautylab,PENDING_REVIEW
3010000-211-2018-00025,미위헤어 동대문점,salon,일반미용업,일반미용업,"서울특별시 중구 장충단로13길 11, 3층 (을지로6가)",서울특별시 중구 을지로6가 18-96 3층,0222687089,2018-11-06,영업,myeongdong,,PENDING_REVIEW
3010000-211-2018-00028,더해피스마일,salon,일반미용업,일반미용업,"서울특별시 중구 을지로44길 12, 뉴금호타워 5층 501호 (광희동1가)",서울특별시 중구 광희동1가 143-2 뉴금호타워 501호,,2018-12-27,영업,myeongdong,,PENDING_REVIEW
3010000-211-2019-00010,어썸 헤어,salon,일반미용업,일반미용업,"서울특별시 중구 충무로 21-1, 2층 202호 (충무로3가)",서울특별시 중구 충무로3가 30-11,,2019-12-03,영업,myeongdong,,PENDING_REVIEW
3010000-211-2020-00010,오젤헤어(OZEL HAIR),salon,일반미용업,일반미용업,"서울특별시 중구 을지로42길 20, 2층 (광희동1가)",서울특별시 중구 광희동1가 112-1,,2020-12-09,영업,myeongdong,,PENDING_REVIEW
3010000-211-2021-00007,샵이때(#ette),salon,일반미용업,일반미용업,"서울특별시 중구 명동길 47, 2층 (명동1가)",서울특별시 중구 명동1가 29-1,,2021-12-23,영업,myeongdong,,PENDING_REVIEW
3010000-211-2022-00001,아코헤어,salon,일반미용업,일반미용업,"서울특별시 중구 서애로 12, 2층 (충무로5가)",서울특별시 중구 충무로5가 85-4,,2022-01-06,영업,myeongdong,,PENDING_REVIEW
3010000-211-2023-00010,툴드 아르떼(Tooled Arte),salon,일반미용업,일반미용업,"서울특별시 중구 충무로 3, B122호 (필동1가)",서울특별시 중구 필동1가 43-1,,2023-08-02,영업,myeongdong,,PENDING_REVIEW
3010000-211-2023-00011,준오헤어,salon,일반미용업,일반미용업,"서울특별시 중구 명동10길 41, 7,8층 (충무로2가)",서울특별시 중구 충무로2가 7-1,,2023-08-04,영업,myeongdong,juno-hair-garosugil,PENDING_REVIEW
3010000-211-2023-00012,에이바헤어 명동센터점,salon,일반미용업,일반미용업,"서울특별시 중구 명동4길 42, 2층 (충무로1가)",서울특별시 중구 충무로1가 22-12,,2023-08-07,영업,myeongdong,,PENDING_REVIEW
3010000-211-2023-00015,선영 미장원,salon,일반미용업,일반미용업,"서울특별시 중구 을지로27길 32-5, 1층 (주교동)",서울특별시 중구 주교동 62-1,0222630531,2023-09-08,영업,myeongdong,,PENDING_REVIEW
3010000-211-2023-00018,크리에이티브 수,salon,일반미용업,일반미용업,"서울특별시 중구 을지로43길 15, 3층 (을지로6가)",서울특별시 중구 을지로6가 18-52,,2023-12-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2024-00010,라리프(Lalif)헤어,salon,일반미용업,일반미용업,"서울특별시 중구 서애로1길 11, 충무로 헤센 스마트 지하1층 B122,B132호 (충무로5가)",서울특별시 중구 충무로5가 90 충무로 헤센 스마트,,2024-09-23,영업,myeongdong,,PENDING_REVIEW
3010000-211-2024-00011,준오헤어 명동예술극장점,salon,일반미용업,일반미용업,"서울특별시 중구 명동7길 8, 3층 (명동1가)",서울특별시 중구 명동1가 48-2,,2024-10-14,영업,myeongdong,,PENDING_REVIEW
3010000-211-2025-00002,아이앤지(IN.G) 21 헤어,salon,일반미용업,일반미용업,"서울특별시 중구 퇴계로31길 31, 2층 (충무로3가)",서울특별시 중구 충무로3가 56-22,,2025-03-25,영업,myeongdong,,PENDING_REVIEW
3010000-211-2025-00005,그라벨르헤어 을지로점,salon,일반미용업,일반미용업,"서울특별시 중구 명동9길 21, 7층 (명동1가)",서울특별시 중구 명동1가 38-1,,2025-04-23,영업,myeongdong,,PENDING_REVIEW
3010000-211-2025-00006,어스코어,salon,일반미용업,일반미용업,"서울특별시 중구 명동8길 27, 엠 플라자 5층 (명동2가)",서울특별시 중구 명동2가 31-1 엠 플라자,,2025-05-19,영업,myeongdong,,PENDING_REVIEW
3010000-211-2025-00008,차홍룸 명동점,salon,일반미용업,일반미용업,"서울특별시 중구 명동길 13, 5층 (명동1가)",서울특별시 중구 명동1가 65-2,,2025-07-29,영업,myeongdong,,PENDING_REVIEW
3010000-211-2026-00001,엠뷰티,salon,일반미용업,일반미용업,"서울특별시 중구 을지로 254, 타임캐슬 오피스텔 302-1호 (을지로6가)",서울특별시 중구 을지로6가 23 타임캐슬 오피스텔,,2026-01-16,영업,myeongdong,,PENDING_REVIEW
3010000-212-1994-00001,김길임피부관리,facial,피부미용업,피부미용업,"서울특별시 중구 삼일대로8길 13, 6층 (충무로2가)",서울특별시 중구 충무로2가 48-8,027522119,1994-07-19,영업,myeongdong,,PENDING_REVIEW
3010000-212-2009-00024,르바디,facial,피부미용업,피부미용업,"서울특별시 중구 을지로 16 (을지로1가, 6층 602)",서울특별시 중구 을지로1가 188-3 6층 602,0323228776,2009-08-26,영업,myeongdong,,PENDING_REVIEW
3010000-212-2010-00021,서울 에스떼,facial,피부미용업,피부미용업,"서울특별시 중구 명동8길 8-13 (명동2가,호 3층)",서울특별시 중구 명동2가 54-12 호 3층,023183567,2010-10-22,영업,myeongdong,,PENDING_REVIEW
3010000-212-2011-00002,명동 드림에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동2길 16, 4층 (명동2가, 진주빌딩)",서울특별시 중구 명동2가 91-1 진주빌딩 4층,0237899306,2011-01-17,영업,myeongdong,,PENDING_REVIEW
3010000-212-2011-00022,굿모닝피부미용,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 247, 굿모닝시티 B4층 사우나내 301호 (을지로6가)",서울특별시 중구 을지로6가 18-21 굿모닝시티 B4층 사우나내 301호,0221188678,2011-12-29,영업,myeongdong,,PENDING_REVIEW
3010000-212-2012-00010,스킨스파,facial,피부미용업,피부미용업,"서울특별시 중구 남대문로 68, 4층 (명동2가)",서울특별시 중구 명동2가 86 외 2필지,0237890902,2012-04-26,영업,myeongdong,myeongdong-skinspa,PENDING_REVIEW
3010000-212-2012-00015,해피스킨,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 33 (충무로2가, 가나빌딩 7층)",서울특별시 중구 충무로2가 12-17 가나빌딩 7층,027520550,2012-07-04,영업,myeongdong,,PENDING_REVIEW
3010000-212-2012-00024,자미원,facial,피부미용업,피부미용업,"서울특별시 중구 을지로 78, 4층 406호 (을지로2가)",서울특별시 중구 을지로2가 163-5 406호,027523070,2012-10-10,영업,myeongdong,,PENDING_REVIEW
3010000-212-2013-00003,코리아피부관리,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 33 (충무로2가, 3층)",서울특별시 중구 충무로2가 12-16 3층,027547775,2013-03-29,영업,myeongdong,,PENDING_REVIEW
3010000-212-2013-00012,로얄에스떼,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 56 (명동2가, 3층)",서울특별시 중구 명동2가 2-23 3층,023180771,2013-07-25,영업,myeongdong,,PENDING_REVIEW
3010000-212-2013-00018,힐링피부관리마사지샵,facial,피부미용업,피부미용업,"서울특별시 중구 을지로 256 (을지로6가, 4층)",서울특별시 중구 을지로6가 23-7 4층,,2013-11-08,영업,myeongdong,,PENDING_REVIEW
3010000-212-2014-00011,아이린 속눈썹,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 263, 밀리오레상가건물 13층 1-1호 (을지로6가)",서울특별시 중구 을지로6가 18-185 밀리오레상가건물,,2014-05-08,영업,myeongdong,,PENDING_REVIEW
3010000-212-2014-00014,장금이,facial,피부미용업,피부미용업,"서울특별시 중구 명동7길 25, 4층 (을지로2가)",서울특별시 중구 을지로2가 199-9 4층,027563666,2014-06-11,영업,myeongdong,,PENDING_REVIEW
3010000-212-2014-00015,벤자롱 아로마 전문점,facial,피부미용업,피부미용업,"서울특별시 중구 명동11길 19, B1층 (명동1가, 은행회관)",서울특별시 중구 명동1가 4-1 은행회관 B1층,,2014-06-30,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00007,슬림앤레그,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 109, 7층 (충무로1가)",서울특별시 중구 충무로1가 24-31 7층,023759781,2015-03-18,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00010,벨르,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로44길 1, 3층 (충무로5가)",서울특별시 중구 충무로5가 88-3,,2015-04-01,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00011,약손명가 에스테틱(명동점),facial,피부미용업,피부미용업,"서울특별시 중구 명동길 38, 5층 (명동2가)",서울특별시 중구 명동2가 50-4,027550002,2015-04-06,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00019,다오뷰티,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 123, 하이헤리엇 9층 9012호 (충무로2가)",서울특별시 중구 충무로2가 65-9 하이헤리엇 9층 9012호,,2015-05-21,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00024,아시아 피부,facial,피부미용업,피부미용업,"서울특별시 중구 을지로43길 9, 3층 (을지로6가)",서울특별시 중구 을지로6가 18-74 3층,,2015-07-24,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00025,메디뷰티,facial,피부미용업,피부미용업,"서울특별시 중구 명동7가길 20, 4층 (을지로2가)",서울특별시 중구 을지로2가 199-58 4층,,2015-07-27,영업,myeongdong,,PENDING_REVIEW
3010000-212-2015-00042,오휘 명동점,facial,피부미용업,피부미용업,"서울특별시 중구 명동10길 41, 5층 (충무로2가)",서울특별시 중구 충무로2가 7-1,,2015-03-19,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00005,트로이아르케 명동점,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 139, 1층 (충무로2가)",서울특별시 중구 충무로2가 62-9 1층,0237893951,2016-02-15,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00007,메이린 에스테틱,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로13길 20, 지하1층 (을지로6가, 현대시티타워)",서울특별시 중구 을지로6가 17-2,0222832138,2016-02-23,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00010,서초에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동4길 25, 3층 (명동2가)",서울특별시 중구 명동2가 53-1 3층,,2016-03-30,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00012,블루아리랑,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 55, 1006호 (명동1가, 태흥빌딩)",서울특별시 중구 명동1가 7-1 태흥빌딩 1006호,,2016-05-27,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00014,SV스킨앤바디,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 247, 지하3층 302-9호 (을지로6가)",서울특별시 중구 을지로6가 18-21 지하3층 302-9호,,2016-06-21,영업,myeongdong,,PENDING_REVIEW
3010000-212-2016-00021,명동 TOP,facial,피부미용업,피부미용업,"서울특별시 중구 명동8나길 35 (충무로1가, 3층)",서울특별시 중구 충무로1가 25-33 3층,027733863,2016-09-06,영업,myeongdong,,PENDING_REVIEW
3010000-212-2017-00004,엘레먼트(Element),facial,피부미용업,피부미용업,"서울특별시 중구 명동길 61 (명동1가, 지하 1층)",서울특별시 중구 명동1가 6-3 지하 1층,0221295810,2017-03-08,영업,myeongdong,,PENDING_REVIEW
3010000-212-2017-00012,헤베국제,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 26, 유네스코회관 9층 (명동2가)",서울특별시 중구 명동2가 50-14 유네스코회관 9층,,2017-12-29,영업,myeongdong,,PENDING_REVIEW
3010000-212-2018-00002,굿모닝약손,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 247, 굿모닝시티쇼핑몰 9층 902-05,902-06 (을지로6가)","서울특별시 중구 을지로6가 18-21 굿모닝시티쇼핑몰 9층 902-05,902-06",0222686899,2018-02-06,영업,myeongdong,,PENDING_REVIEW
3010000-212-2018-00004,퀵바디힐링센터,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 263, 밀리오레상가건물 14층 2호 (을지로6가)",서울특별시 중구 을지로6가 18-185 밀리오레상가건물 2호,0233931252,2018-02-28,영업,myeongdong,,PENDING_REVIEW
3010000-212-2018-00009,캐치업,facial,피부미용업,피부미용업,"서울특별시 중구 명동8길 43, 402호 (충무로2가)",서울특별시 중구 충무로2가 66-21 402호,,2018-06-27,영업,myeongdong,,PENDING_REVIEW
3010000-212-2018-00010,헬로,facial,피부미용업,피부미용업,"서울특별시 중구 명동길 26, 유네스코회관 7층 707호 (명동2가)",서울특별시 중구 명동2가 50-14 유네스코회관 7층 707호,,2018-07-12,영업,myeongdong,,PENDING_REVIEW
3010000-212-2019-00004,시니왁싱,facial,피부미용업,피부미용업,"서울특별시 중구 수표로 18, 4층 (충무로3가)",서울특별시 중구 충무로3가 24-17,,2019-06-13,영업,myeongdong,,PENDING_REVIEW
3010000-212-2019-00011,스킨이지(Skin-Easy),facial,피부미용업,피부미용업,"서울특별시 중구 명동4길 21, 3층 (명동2가)",서울특별시 중구 명동2가 54-31 3층,,2019-11-07,영업,myeongdong,,PENDING_REVIEW
3010000-212-2020-00003,바른손명가,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 125, 3층 (충무로2가)",서울특별시 중구 충무로2가 65-11,,2020-04-27,영업,myeongdong,,PENDING_REVIEW
3010000-212-2020-00006,명동빛,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 127, 3층 (충무로2가)",서울특별시 중구 충무로2가 65-6,,2020-07-24,영업,myeongdong,,PENDING_REVIEW
3010000-212-2020-00009,헤라에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 37, 3,4,5층 (충무로2가)",서울특별시 중구 충무로2가 12-14,,2020-09-17,영업,myeongdong,,PENDING_REVIEW
3010000-212-2020-00012,벨라스킨케어,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 27, 지하2층 (충무로2가)",서울특별시 중구 충무로2가 11-1,,2020-12-09,영업,myeongdong,,PENDING_REVIEW
3010000-212-2021-00002,스와니,facial,피부미용업,피부미용업,"서울특별시 중구 명동7길 21, 4층 407호 (을지로2가)",서울특별시 중구 을지로2가 199-40,023197733,2021-03-23,영업,myeongdong,,PENDING_REVIEW
3010000-212-2021-00005,엘뷰티,facial,피부미용업,피부미용업,서울특별시 중구 을지로 254 (을지로6가),서울특별시 중구 을지로6가 23,,2021-06-21,영업,myeongdong,,PENDING_REVIEW
3010000-212-2021-00008,신라에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 52, 2층 (충무로2가)",서울특별시 중구 충무로2가 61-2,,2021-10-14,영업,myeongdong,,PENDING_REVIEW
3010000-212-2022-00004,라인에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동7길 19, 4층 (을지로2가)",서울특별시 중구 을지로2가 199-41,,2022-07-01,영업,myeongdong,line-esthe-facial-care,PENDING_REVIEW
3010000-212-2022-00006,이브,facial,피부미용업,피부미용업,"서울특별시 중구 명동10길 35-15, 3층 (명동2가)",서울특별시 중구 명동2가 25-1,,2022-08-09,영업,myeongdong,,PENDING_REVIEW
3010000-212-2022-00007,큐티 에스테틱,facial,피부미용업,피부미용업,"서울특별시 중구 명동8가길 33, 3층 (충무로2가)",서울특별시 중구 충무로2가 12-17,,2022-09-21,영업,myeongdong,,PENDING_REVIEW
3010000-212-2022-00008,동대문 풋샵,facial,피부미용업,피부미용업,"서울특별시 중구 장충단로 249-10, 4층 (을지로6가)",서울특별시 중구 을지로6가 18-137,,2022-10-07,영업,myeongdong,,PENDING_REVIEW
3010000-212-2022-00009,다오 에스테,facial,피부미용업,피부미용업,"서울특별시 중구 퇴계로 123, 9층 9009,9012호 (충무로2가)",서울특별시 중구 충무로2가 65-9,,2022-10-12,영업,myeongdong,,PENDING_REVIEW
3010000-212-2023-00001,크리스탈 에스테,facial,피부미용업,피부미용업,"서울특별시 중구 명동2길 53, 2층 201호 (충무로1가)",서울특별시 중구 충무로1가 24-19,,2023-02-01,영업,myeongdong,,PENDING_REVIEW
